데뷔 못 하면 죽는 병 걸림 1부 2,S000061776715,"4년차 공시생,낯선 몸에 빙의해 3년 전으로 돌아왔다.그리고 그의 눈앞에 나타난 갑작스러운 상태창의 협박![돌발!][상태이상 : '데뷔가 아니면 죽음을' 발생!]돌연사 위협 때문에팔자에도 없던 아이돌에 도전하게 된주인공의 대환장 일지.※특이사항 : 빙의 전 아이돌 데이터 찍어다 팔았었음"
데뷔 못 하면 죽는 병 걸림 1부 1,S000061776714,"4년차 공시생,낯선 몸에 빙의해 3년 전으로 돌아왔다.그리고 그의 눈앞에 나타난 갑작스러운 상태창의 협박![돌발!][상태이상 : '데뷔가 아니면 죽음을' 발생!]돌연사 위협 때문에팔자에도 없던 아이돌에 도전하게 된주인공의 대환장 일지.※특이사항 : 빙의 전 아이돌 데이터 찍어다 팔았었음"
데뷔 못 하면 죽는 병 걸림 1부 세트,S000061776713,"4년차 공시생,낯선 몸에 빙의해 3년 전으로 돌아왔다.그리고 그의 눈앞에 나타난 갑작스러운 상태창의 협박![돌발!][상태이상 : '데뷔가 아니면 죽음을' 발생!]돌연사 위협 때문에팔자에도 없던 아이돌에 도전하게 된주인공의 대환장 일지.※특이사항 : 빙의 전 아이돌 데이터 찍어다 팔았었음"
안드로메다 구하기,S000200048307,"과자와 고기정하나는 식인 외계인에게 몸을 강탈당한 과자 공장 노동자다. 식량 문제가 해결될 것이라 기대했던 지구에서의 삶은 가혹하기만 한데…….안드로메다 구하기고대 에티오피아의 공주 안드로메다는 아름다운 여성으로 성장하면서 어머니 카시오페이아로부터 결혼의 압박을 받는다. 답답한 마음에 바다로 나온 안드로메다는 엄청난 사실에 눈을 뜨게 되는데…….유령 들린 스텐 팬오래된 아파트에 새로 이사 온 주라는 가정에 소홀한 남편의 마음을 돌리기 위해 전주인이 남기고 간 스텐 팬으로 고기를 굽는다. 그 고기를 먹은 남편은 이상할 정도로 다른 사람으로 변하는데…….금빛 집공부는 잘하지만 못생긴 미운 오리 새끼 같은 중학생 소녀는 친구가 생기지 않아 고민이다. 어쩌다가 친구가 생기긴 하지만, 둘 다 비슷한 처지라 학교에서 따돌림을 당하는데…….데빌라이탈리아의 부유한 집에서 태어난 쌍둥이 자매는 한쪽이 버림받으면서 완전히 다른 인생을 살게 된다. 한쪽은 성녀로 추앙받지만, 버림받은 쪽은 최악의 삶을 살면서 어느새 머리에 악마의 뿔까지 자라는데…….새롭고 낯선 당신의 이웃30년 된 주공 아파트에 혼자 사는 예고 강사 겸 작가 지망생은 어느 날 불쑥 방문한 이웃 때문에 당황한다. 이상한 말과 행동으로 보아 인간이 아닌 것 같은데…….천년우물부잣집에 시집온 보배는 갓 낳은 아들 연후가 흔적도 없이 사라지고 주변 사람들의 기억에도 남아 있지 않다는 것에 놀란다. 시댁에서 정신병자 취급을 당하던 보배는 신기한 가보로 시간을 되돌리기로 하는데…….값비싼 사랑자살시도를 했다고 오해하는 엄마의 권유로 댄스 학원에 다니게 된 효정은 아름다운 루비를 보고 반한다. 꿈속에서 루비와 은밀한 시간을 보내던 효정은 현실 같은 자극을 느끼는데……."
들어봐,S000061898713,"“안녕히 계세요 여러분!” 상큼하게 인사한 후이 팍팍한 현실에서 도망가고 싶지만 그럴 수 없다면?입에서 단내 나게 외로워도 혼자서 버텨보는 중이라면?소설집 《들어봐》를 펼쳐보길 권한다.타지를 여행하듯 낯선 이야기로 도피할 수 있을 것이다.《들어봐》는 출판사 디노북스의 여섯 번째 책이다.문화일보 신춘문예로 등단한 작가 ‘갠’의 단편소설 8편이 실렸으며,이상 문학상 수상 작가인 소설가 구효서의 발문이 어우러졌다.《들어봐》는 2022년 한국출판문화진흥원에서22:1의 경쟁률을 뚫고 우수출판콘텐츠로 선정된 작품이다.또한 출간 전 텀블벅 크라우드 펀딩을 진행,펀딩 시작 30분 만에 목표 금액을 초과 달성하며일찌감치 독자들의 눈길을 사로잡은 소설집이기도 하다.팬데믹이 상흔처럼 남긴 ‘격리’를 굳이 언급하지 않아도우리는 어느새 ‘혼자’에 몹시 익숙해졌다.1인 가구 폭증의 시대답게《들어봐》에는각자도생으로 살아가는 남녀노소가 생생히 묘사되어 있다.집구석이 도무지 편하지 않아 ‘갈 곳이 따로 있길’ 염원하는 터프한 여고생.조용조용 살다가 지리산으로 훌쩍 떠나버린, 맑은 슬픔을 품은 중년의 여성.수박밭을 돌보는 아르바이트를 하던 중 문어 떼의 공격을 받고 냅다 튄 청년.“돈 받고 싶으면 와라, 사흘만 같이 살자!”고 제안하는 새 엄마도 아닌 새 할머니.그리고 마흔셋에 우울증을 호소하다 야밤에 남의 집 벽장을 뒤진 어느 아빠까지.소설가 갠이 들려주는 이들의 이야기에는날카로운 통찰력과 알싸한 유머가 깃들어있다.귀를 기울이다 보면 낯선 골목을, 산자락을, 해변을 거니는 착각에 빠질 것이다.그리고 조금만 더 귀를 쫑긋 세우면 이야기 너머로요요한 바람 소리, 거친 파도 소리마저 들릴 것이다."
리베르탱고,S000200052795,"세계적인 천재 첼리스트와 경기도 외곽의 작은 문화회관 직원이 그려나가는 위로와 치유의 사랑을 담은 로맨스 소설 『리베르탱고』가 출간됐다. 세상으로부터 받은 상처를 마음 깊은 곳에 간직하고 있던 두 남녀가, 서로를 만나 비로소 세상 밖으로 한 걸음 내딛고자 다짐하는 다정하고 따듯한 순간들을 길유영 작가만의 세심한 필체로 풀어냈다.3년 만에 고국으로 돌아와 경기도의 작은 문화회관에서 연주회를 열겠다고 고집 부리는 천재 첼리스트 유진과 그런 거물을 감당하기에 인력과 서버 그리고 좌석수마저 부족한 세현문회화관 행정 직원 지민은, 삐걱거리는 첫 만남을 지나 결국 서로가 서로일 수밖에 없는 이유를 착실하게 찾아나간다.완연하게 찾아온 가을, 사랑하고 싶은 혹은 사랑하고 있는 이들을 위한 달콤한 세레나데가 펼쳐진다."
두 번째 왕후 2,S000200041221,"“나는 고구려의 태왕이고 해류 그대는 왕후이자 내 유일한 반려요. 난 그대를 지킬 것이니 그대는 나를 지켜요.”그를 유일하게 태왕이 아니라 사람으로 존재하게 해주는 해류.그런 해류를 앗아 가려는, 계속되는 위협.해류를 완벽하게 보호해야 한다는 강박은 통제할 수 없이 커져가고.그 집착에, 광기에 곧 굴복할 듯 아슬아슬했던 그를 되돌린 것은 해류였다.“저는 폐하의 곁을 지키고 돕는 왕후가 되겠습니다.”많은 것을 홀로 지고 제왕의 길을 가야 하는 사람.이이가 내 마음의 짐을 대신 지거나 덜어줄 수 없듯이 사람이 감당할 무게를 내가 대신 짊어져줄 수 없다.그래도 최소한 그 혼자가 아니게 같이 걸어가줄 수는 있다.호쾌하고 너그러워 보이나 절대 사람을 믿지 않는 해류와 더없이 강하고 완벽해 보이지만 실은 인정과 의지가 필요했던 태왕.두 사람이 서로에게 유일무이한 존재가 된 것은 운명이었을까."
두 번째 왕후 1,S000200041220,"“그대가 명림가의 딸이 아니라 짐의 왕후라는 본분을 지키는 한, 그대를 내치지는 않을 것입니다.”정적 가문의 딸을 왕후로 들인 건흥 태왕 거련.위대했던 부왕의 유업을 잇는 냉철한 군주로 일평생 자신을 다스려왔다.그런데 왜 외면해야 할 왕후에게 마음 쓰이고그녀의 말 한마디에, 눈길 하나에 화가 나고 기분이 좋아지는지. 그도 모르는 사이, 명림해류가 여인으로 다가오기 시작했다.“모든 뜻을 이루시면 그때는 저를 왕후에서 폐하여 어머니와 떠나게 해주세요.”어머니를 살리기 위해 왕후가 된 명림해류.초야부터 자신을 거부하는 태왕에게 충성을 대가로 거래를 청한다. 그녀가 태왕에게 원하는 것은 자유. 조금만 참으면 평생 바라던 걸 얻을 수 있다. 그런데 어느 날부터 그 순간이 애타게 기다려지지 않는다.간택 자리에 억지로 끌려 나간 해류와원치 않는 여인을 왕후로 맞으라 강요당한 태왕.두 사람 모두, 운명에 순응할 생각은 없다."
서핑하는 정신,S000200062763,"일상에 숨은 낯설고 매혹적인 삶의 이면을 이야기하는 소설가 한은형의 『서핑하는 정신』이 〈소설, 향〉 일곱 번째 책으로 출간되었다. 『서핑하는 정신』은 다국적 스타트업 기업을 다니는 직장인 여성 ‘나’의 한겨울 서핑 도전기를 작가 특유의 감성과 톡톡 튀는 문체로 그려낸 작품이다.권태롭고 황폐하며, 절박하고 고독한 “인물 군상을 질서정연한 플롯 속에 우아하고 첨예한 방식으로 담아”낸(소설가 정이현) 단편들이 담긴 첫 소설집 『어느 긴 여름의 너구리』, ‘출생의 비밀’과 ‘자살’이라는 화두를 다루며 “화가의 문체와 철학자의 상상력이 어우러진 흥미로운 소설”(문학평론가 정여울)이라는 평가를 받은 첫 장편 『거짓말』, ‘맥도날드 할머니’로 알려진 실존 인물을 모티프로 한 두 번째 장편 『레이디 맥도날드』 등 한은형 작가는 2012년 《문학동네》 신인상으로 등단한 이래 출간되는 소설마다 자신만의 스타일을 굳건히 해왔다. 『서핑하는 정신』은 파도타기 스포츠의 일종인 ‘서핑’이라는 소재를 통해 현실에서 실시간 재생되는 우리 일상의 이야기들을 따듯한 필치로, 그러나 사실감 있게 담아낸다. 하루하루에 진심을 다해 살았으면서도 어쩔 수 없이 실패와 좌절을 겪기도 하는 사람들의 이야기이자, 그럼에도 나를 나이게 하는 무언가를 찾기 위해 부단히 노력하는 이들의 이야기이다. “온화한 웃음을 닮은 소설”을 쓰고 싶었다는 작가의 말대로, 소설은 따스하고 다정한 응원의 메시지를 담고 있다. 그저 보통의 삶을 살기 위해 보통 이상으로 애쓰고, 보통 이상으로 힘들어하는 ‘보통 사람’들을 향해서. 작가는 “그 힘듦을 잠시 다독거려는 주는 작은 호사”와 같이 이 소설을 우리에게 건넨다. 다채로운 맛의 크래프트 맥주나 둥둥 파도 위에 떠 있는 서핑보드처럼. 산뜻하고 가벼우면서도 균형감 있게, 『서핑하는 정신』은 우리 마음 가장 가까운 어딘가에 부드럽게 안착하고 있다.  한 번쯤은 온화한 웃음을 닮은 소설을 쓰고 싶었다. 라운지 음악처럼 느슨하게 풀어져 있는 그런 소설을. 그 나른한 기운에 둥둥 떠서 어디로든 갈 수 있는 자유로운 소설을 말이다._‘작가의 말’ 중에서〈소설, 향〉 소설, 향香을 담다 : 소설, 반향響을 일으키다 : 소설, 향向하다작가정신 〈소설, 향〉은 1998년 “소설의 향기, 소설의 본향”이라는 슬로건으로 첫선을 보인 제1세대 ‘소설향’에 이어 제2세대 ‘소설, 향’을 선보이는 중편소설 시리즈다. “소설의 본향, 소설의 영향, 소설의 방향”이라는 새로운 슬로건을 통해, ‘향’이 가진 다양한 의미처럼 소설 한 편 한 편이 누군가에는 즐거움이자 위로로, 때로는 성찰이자 반성으로 서술될 수 있으리라 기대한다."
블러드 오피스,S000200051238,"「블러드 오피스」는 우리 주변의 흔하디흔한 보통 회사, 평범한 회사원으로부터 시작된다. 그러나 이런 평화로운 분위기는 예기치 않은 상황의 발생으로 오래가지 못한다. 조용하던 사무실에서는 온갖 소동이 벌어지고, 자유로운 의견을 주고받던 회의 시간에는 욕설과 폭언, 갑질만 난무한다. 때마침 세상을 강타한 팬데믹. 이 때문에 직원들은 회사를 벗어나는 것조차 어려워지고, 점점 모두를 끝없이 검은 터널로 몰아가며 더욱 걷잡을 수 없는 상황에 이르게 만든다.이미 사무실에서는 무자비한 폭력이 계속되지만, 이 상황에 언론은 냉담하고 공권력은 무기력하기만 한데……. 모두가 속수무책으로 당하고 있을 때 어디선가 은밀한 저항이 시작되며 이야기는 점차 예측할 수 없는 방향으로 전개된다. 또한 작가는 우리가 일상에서 마주하는 대상의 실체에 대한 질문을 던진다. 말쑥하게 슈트를 차려입고, 교양있는 말투를 쓰는 직장인의 모습. 아니면 날카로운 이빨을 드러낸 채 거친 털을 세우며 다른 이를 겁박하는 모습. 어떤 것이 실체에 더 가까운 모습일까? 「블러드 오피스」는 우리가 평범하다고 느끼는 일상은 실상 수많은 폭력과 파쇼에 잠재적으로 노출되어 있으며, 우리가 생각하지 못하는 사이에 우리의 일상을 잠식하고 나아가 송두리째 바꿔 버릴 수도 있다는 사실에 주목했다. 모두가 공감하는 ‘사무실’, ‘회사’라는 소재에 특유의 기발한 상상력을 통해 시종일관 긴장감이 넘치고 흥미진진한 ‘오피스 판타지’라는 새로운 장르를 만들어냈다. 또한 현재 대기업에서 근무 중인 작가의 시선을 통해 직장 내에서 벌어지는 갈등을 현장감 있는 필력으로 묘사하면서 우리 사회의 단면을 날카로운 시선으로 그려내고 있다."
가출 모범생 천동기,S000200038173,"사막 길을 지나듯 답답하고 막막한 시기. 밤낮없이 공부에 전념하며 수능에 올인하는 때. 대한민국 고3의 시간은 모래 폭풍처럼 지나간다. 《가출 모범생 천동기》의 열아홉 살 나태훈도 그렇다. 심야 과외, 엄마의 잔소리, 보장되지 않은 사생활까지 하교 후에도 계속되는 일정에 숨이 턱턱 막히는 일상을 보낸다. 그러다 문득 교실에서 공부하던 태훈은 생각한다. 자신과 친구들의 모습이 꼭 사파리에 갇힌 동물 같다고. 그런데 같은 반 친구들 중에 단 한 사람, 짝꿍 천동기는 좀 다르다. 반에서 1등을 놓치지 않는 모범생인데 모두가 들어가고 싶어 하는 심화반을 단칼에 거절하더니, 어느 날 가출까지 감행한다. 심지어 태훈을 가출 공모자로 만들어 놓고서. 대체 동기는 왜 가출을 한 걸까? 눈높이아동문학상, 황금도깨비상을 수상한 박상기 작가의 청소년소설 《가출 모범생 천동기》는 태훈의 시선으로 짝꿍 천동기를 관찰하는 모습을 그린다. 그리고 그 과정 속에서 ‘지금 우리가 얼마나 많은 것을 놓치며 살고 있는지’ 독자들에게 질문을 던진다. 남들도 다 하니까, 지금은 공부할 때니까, 이런 이유로 오늘을 그저 견디고 있는 건 아닌지. 오늘의 기쁨을 내년, 내후년으로 미루고 수능이라는 큰 적진을 향해 묵묵히 걸어 나가는 청소년이라면 모두가 공감할 만한 소설이다."
"굿바이, 욘더",S000200020048,"2010년, 일억 원 고료 뉴웨이브문학상을 수상한 이래로 십 년이 넘는 세월 동안 꾸준히 큰 사랑을 받아온 SF 명작 〈굿바이, 욘더〉의 전면 개정판이 출간되었다. 이 년 전 세상을 떠난 아내에게서 “나 여기 있어. 사라지지 않았어. 이곳으로 와줄래?”라는 홀로그램 메시지를 받고, 그를 다시 만나기 위해 베일에 싸인 공간 ‘욘더’로 나아가는 한 남자. 소설은 상실의 슬픔과 절절한 그리움, 다시 만나기 위해 무엇이든 감내하겠다는 용기 등 사랑과 관련된 다양한 감정을 섬세하게 어루만지며 깊은 감동을 선사한다. 전면 개정판에서는 2022년 감각으로 문장과 표현을 세심하게 다듬은 것은 물론 저자의 짧은 후기를 추가로 수록하였다. 아울러 이준익 감독, 신하균·한지민 주연의 티빙 오리지널 시리즈 〈욘더〉 포스터가 담긴 완전히 새로운 디자인으로 소장 가치까지 높였다."
지옥에서 보낸 7일,S000200041173,"영화보다 더 영화 같은 이야기……. 우리나라에 불고 있는 걷기 열풍을 일으킨 선구자인신정일(우리땅걷기 이사장)의 지난했던 삶! 한 번도 아니고 두 번이나 간첩으로 끌려가 겪은 영화 같은 이야기, 숨기고, 숨겨온 그 비밀의 숲, 해파랑길, 소백산 자락길, 변산마실길, 전주 천년 고도 옛길을 기획했고, 수학여행을 현장체험학습으로, 11월 11일을 길의 날로 지정하는 운동을 펼쳤으며, 이중환이 지은 《택리지》를 《신 택리지》로 저술한 신정일!수많은 사람들로부터 천재 소리를 듣는 그가 지옥에 들어가 처음으로 천재 소리를 들었던 안기부 취조관과의 영화 같은 이야기와 영화 같은 만남이 41년 만에 한 권의 책으로 펼쳐진다. 그 지옥에서 보낸 일주일을 통해 대학 졸업장을 받았고, 삶은 어떤 상황 속에서도 지속되어야 한다는 것을 깨달았다."
시작은 계약 결혼 2,S000062180205,"6년이나 사귀었던 놈이 알고 보니 양다리였다.결혼식장에 나타난 만삭의 여자가내키지 않는 강제 결혼에서 해방시켜 주었으나그것은 다희에게 또 다른 헬게이트의 시작이었다.“이 천하의 멍충아! 내가 맹꽁이를 낳았어, 맹꽁이를!”그렇잖아도 무시당했던 집에서 완전한 천덕꾸러기 신세가 되어 버린 고다희.절망 속에서 도망칠 곳을 찾던 그녀의 앞에한강그룹의 재벌 4세, 한수겸이 꿈같은 제안을 던진다.“결혼하자.”6년이나 만난 남자와도 하루아침에 깨진 판에만난 지 얼마 안 된 제벌 4세가 청혼을 한다?이 결혼의 유효기간은 얼마나 되는데요?“똥차에서 내렸으니까 벤틀리에 타란 소리야.”막다른 길에 몰린 고다희의 인생이이번에는 대체 어디로 향하려는 걸까.어차피 망한 인생, 다희는 한번 해 보기로 했다.시작은, 계약 결혼으로."
시작은 계약 결혼 1,S000062180204,"6년이나 사귀었던 놈이 알고 보니 양다리였다.결혼식장에 나타난 만삭의 여자가내키지 않는 강제 결혼에서 해방시켜 주었으나그것은 다희에게 또 다른 헬게이트의 시작이었다.“이 천하의 멍충아! 내가 맹꽁이를 낳았어, 맹꽁이를!”그렇잖아도 무시당했던 집에서 완전한 천덕꾸러기 신세가 되어 버린 고다희.절망 속에서 도망칠 곳을 찾던 그녀의 앞에한강그룹의 재벌 4세, 한수겸이 꿈같은 제안을 던진다.“결혼하자.”6년이나 만난 남자와도 하루아침에 깨진 판에만난 지 얼마 안 된 제벌 4세가 청혼을 한다?이 결혼의 유효기간은 얼마나 되는데요?“똥차에서 내렸으니까 벤틀리에 타란 소리야.”막다른 길에 몰린 고다희의 인생이이번에는 대체 어디로 향하려는 걸까.어차피 망한 인생, 다희는 한번 해 보기로 했다.시작은, 계약 결혼으로."
수상한 초콜릿 가게,S000061863514,서울 한복판의 좁은 골목길에서 초콜릿 냄새를 풍기며 사람들의 발길을 끌고 있는 ‘사랑 데 초콜릿’ 이 가게의 주인인 한주호는 단순히 초콜릿을 만들어 파는 것만이 아닌 찾아온 손님들의 말 못할 짝사랑 이야기를 빠짐없이 모두 들어주고 진심어린 조언까지 해주며 자신만의 특별한 가게를 만들어가고 있다.가지각색의 개성과 이야기를 가지고서 찾아온 손님들과 나눈 진솔한 사랑 이야기를 통해 ‘사랑’이란 단어의 진정한 의미가 무엇인지 찾아나가던 그녀의 앞에 몇 십 년 만에 나타난 첫사랑이자 짝사랑 상대 오빠 선민웅. 그리고 그는 그녀의 앞에서 자신의 잊지 못한 이별 이야기를 하기 시작하는데........씁쓸하고 답답하기만 한 짝사랑을 하고 있는 ‘사랑 데 초콜릿’의 손님들은 주호가 만들어준 달콤한 초콜릿을 먹고 과연 자신들의 사랑을 이뤄낼 수 있을까? 그리고 주호는 아직까지도 마음을 두고 있는 그 짝사랑 상대에게 자신의 진심을 전할 수 있을까?
0125,S000200025575,"“사람과 돈의 운명은 같다. 움직일수록 가치가 커진다.” 10,000번의 손길에 의해 영혼의 눈을 뜨게 된 돈, 포티의 여행기. 포티는 어떤 손길이 닿아서 막무가내일까?서툴고 부족하고 엉성하지만 포티가 하는 말은 묘하게 설득된다."
루시의 기억,S000200037640,"수년 전부터 국내에서 인공 지능 로봇을 다룬 청소년 SF가 독자들에게 많은 관심을 받으며 활발하게 출간되고 있다. 예전에 인공 지능 로봇은 영화나 소설에서 등장하는 가상의 존재였지만, 급격히 빠른 속도로 발전하는 기술 문명의 영향으로 인공 지능 로봇은 지금 현실 속에 존재하며, 21세기를 살아가는 인간의 생활 속에 깊숙이 들어와 있다. 시간이 지날수록 사회에서 인공 지능 로봇의 역할은 더욱 커질 것이고, 그만큼 영향력과 존재감도 커질 것이다. 그런 이유로 미래 세상의 궁금함이 더욱 큰 청소년 독자들에게 인공 지능 로봇을 다룬 SF는 흥미로움 이상의 특별한 관심거리가 되고 있다. 이러한 인공 지능 로봇에 대한 높은 관심을 충족시킬 청소년 SF가 별숲에서 출간되었다. 권요원 작가의 《루시의 기억》은 인공 지능 로봇이 보편화된 미래 사회를 배경으로 사건이 펼쳐진다. 기자로 일하던 엄마의 실종으로 방황하는 소녀 가온이와 간병 로봇 루시를 둘러싸고 흥미로운 사건이 벌어지는 청소년 소설이다. 루시는 로봇을 생산하는 다국적 기업 코윌(Co-Will)에다 특별 주문해서 받은 간병 로봇인데, 실종된 엄마와 얼굴과 모습이 똑같게 만들어졌다. 엄마가 너무도 그리운 가온이는 프로그래머 친구의 도움을 받아서 자신의 두뇌 속 엄마에 대한 기억을 추출해 루시의 메모리에 입력한다. 엄마의 기억을 메모리에 입력받은 루시는 서서히 엄마처럼 말하고 행동하게 된다. 엄마와 생김새와 말, 행동이 똑같게 된 루시를 로봇으로 봐야 할까, 실종된 엄마를 대체하는 인간으로 봐야 할까? 이야기가 전개되는 내내 ‘인간이 가진 기억의 의미’과 ‘인공 지능 로봇의 존재’에 대한 질문이 긴박한 사건들과 연결되어 이야기가 끝날 때까지 흥미롭게 펼쳐진다. 마지막 부분에서 자신의 실존을 찾고자 하는 루시의 행동은 우리가 미래 사회에 만날 인공 지능 로봇을 현시점에서 진지하게 통찰해 보게끔 한다. 또한 《루시의 기억》은 엄마의 실종으로 현실에 적응하지 못한 채 학교에서 문제아로 낙인 찍힌 소녀 가온이가 간병 로봇 루시를 통해 아물지 않은 상처를 치유하고 상실감을 극복하는 성장 이야기이기도 하다. 엄마를 그리워하는 가온이는 엄마의 재현이라고 할 수 있는 AI 로봇 루시를 통해 성장통을 겪으며 이별하는 방법을 배우게 된다. 아울러 이 책은 초고령화 시대, 간병 로봇이 활성화된 가까운 미래 사회를 배경으로 ‘인간과 로봇’ ‘삶과 죽음’ ‘가족의 의미’ 등 현실적이고 보편적인 주제를 청소년들이 충분히 이해하고 논의할 수 있도록 방향을 제시하고 있다."
